RID	Regulator	Target	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
RID00631	HNF1A-AS1	TP53	0.15899	0.00509	0.04504	0.03755	0.01074	0.04698	0.04562	-0.1037	0.14093	0.14188	0.24424	0.13261	0.22219	-0.14176	0.21367	0.01679	0.0533	-0.0205	0.12647	-0.01644	-0.15759	0.17241	0.08379	-0.04606	0.13793	0.07182	-0.068	0.28966	0.26023	-0.0575	-0.06907	-0.15159	-0.16392
RID00632	UCA1	SF1	0.16807	0.10831	0.01495	0.02974	-0.02782	0.01813	0.15134	0.02454	0.56729	0.05816	-0.03671	-0.07711	0.03193	0.08998	0.35925	0.15456	0.04294	0.01452	0.13478	0.05901	0.01889	0.08794	0.16143	0.10457	0.03465	0.07383	0.05539	0.01285	0.00899	0.33359	0.00538	0.05217	0.17816
RID00633	H19	E2F1	0.08558	-0.04254	-0.03722	0.02146	-0.01137	0.00648	0.06097	-0.03302	0.03381	-0.06153	0.1994	0.10612	0.01341	-0.11068	0.23556	0.01258	0.18209	0.04613	-0.01056	0.01203	0.16812	0.15155	-0.02991	0.00076	-0.17798	0.08438	0.34303	-0.20679	0.04574	0.03083	0.08504	-0.10332	-0.02913
RID00635	MIR31HG	miR-31	NA	0.30022	0.08016	0.24333	NA	0.0816	NA	0.24072	0.03541	0.27222	0.00155	0.67144	0.14185	-0.01767	NA	NA	0.59102	0.27153	0.90158	0.16608	0.4097	0.06191	0.26902	-0.00212	0.07877	0.1702	0.57249	0.16609	0.24175	NA	0.00306	NA	NA
RID00636	MIR31HG	RNF144B	0.44917	0.1682	0.05041	0.01659	0.18905	0.11569	0.01013	0.20027	0.17481	0.0778	-0.04647	0.11168	0.32459	-0.05595	0.03352	0.29152	-0.00591	0.0474	-0.07141	0.02582	-0.1165	0.00478	0.10307	0.09233	-0.11094	-0.05439	0.11685	-0.09537	0.08858	0.60286	0.20395	0.19768	0.01166
RID00637	CRNDE	IRS1	0.15426	0.21496	0.22191	-0.05746	0.328	0.03318	0.11688	0.00655	0.08113	-0.28887	0.04353	-0.08141	0.13707	-0.13084	0.08158	0.18743	-0.05509	0.04291	0.12988	-0.03807	0.14325	-0.18284	-0.13438	0.07337	-0.02472	0.09853	0.02505	0.41452	0.17782	0.27411	-0.05683	-0.00799	0.20266
RID00638	GAS5	miR-222	NA	0.00392	-0.0512	-0.0134	-0.11041	0.01871	-0.00161	-0.088	-0.02638	0.03835	0.04651	-0.04003	0.01767	-0.02567	-0.08354	-0.01827	-0.07789	-0.00581	0.03832	0.07356	0.14792	-0.00597	-0.10127	-0.03181	-0.01304	-0.03651	-0.00133	-0.05501	-0.02975	0.03139	-0.05346	NA	NA
RID00639	MIR210HG	miR-503	0.19061	0.00063	0.01753	-0.01326	NA	0.05595	-0.16334	0.00497	-0.02767	0.00591	-0.08071	0.39015	0.11265	0.55829	0.11769	-0.02837	0.17139	0.01751	0.03356	0.00984	-0.12089	0.09644	0.03352	0.12996	-0.08797	0.08982	-0.07669	0.21338	0.09527	-0.06646	-0.11075	-0.1752	0.12415
RID00640	NEAT1	HMGA2	0.07648	-0.0139	-0.04121	-0.0688	-0.16387	0.07677	0.34881	-0.00044	-0.01562	-0.06247	-0.19098	-0.00844	0.06638	0.0458	0.06934	-0.02022	-0.11037	0.03365	0.03486	-0.08338	0.00233	-0.06237	0.03845	0.2044	-0.15757	-0.05271	0.03345	0.06594	0.14555	0.42057	0.10683	-0.10051	0.67811
RID00642	MALAT1	ZEB1	0.06788	0.28385	0.33714	0.12842	0.10656	0.60608	0.53511	0.15175	0.31497	-0.00967	-0.19652	0.16797	0.2265	-0.05429	0.07399	0.2501	0.57447	0.05982	0.08609	0.20763	0.07598	-0.0373	0.65039	-0.19322	0.17237	0.16628	0.22587	0.54185	0.14926	0.32689	0.30201	0.04234	0.35478
RID00643	MALAT1	FGF2	-0.07129	0.00605	-0.00451	-0.00292	-0.0286	0.08052	0.36994	0.05106	0.18407	0.07868	-0.02913	-0.01638	0.16347	-0.02335	0.10856	0.09187	0.11679	0.10538	-0.06474	0.11292	0.08258	0.02832	0.01356	-0.16392	0.06513	0.21554	0.22878	0.06371	-0.0752	0.1607	0.11976	0.25174	0.18703
RID00644	GAS5	DIRAS3	-0.02704	0.06541	0.03502	0.01236	-0.15455	0.04246	-0.15155	0.05409	-0.04274	0.16615	-0.09867	-0.01025	-0.09602	0.16671	-0.27869	-0.15566	-0.04299	-0.02662	0.07855	-0.03634	-0.10199	-0.08821	-0.18249	0.1537	0.03006	-0.05531	0.31935	-0.24202	0.19053	0.05584	0.03381	-0.21691	-0.14371
RID00645	CDKN2B-AS1	BRI3	0.11448	0.09495	0.06494	-0.04529	-0.24865	0.05594	-0.15914	0.13575	0.00877	-0.03257	0.22091	-0.21498	-0.17304	-0.04111	0.10499	0.11073	0.21953	-0.04115	-0.07494	0.07002	0.20262	0.09329	-0.20925	0.0589	-0.21864	-0.08883	0.00994	-0.03457	0.16689	-0.24112	0.03163	0.31987	0.09178
RID00646	PTCSC3	SCAI	0.21209	0.54075	0.3821	0.43852	0.27099	0.67938	0.37302	0.32405	0.62302	0.36102	0.42479	0.59304	0.42984	0.40123	0.3712	0.13043	0.55255	0.27731	0.04438	0.40374	0.34527	0.49021	0.37399	0.3992	0.39619	0.23351	0.46663	0.52237	0.3387	0.02486	0.52223	0.48097	0.71862
RID00647	CCAT1	FGFR3	-0.01914	-0.09348	0.06604	-0.01113	0.0561	0.04733	0.21295	-0.00307	0.11657	-0.00018	0.00452	0.01343	-0.04377	0.01793	-0.01866	0.03423	-0.03182	-0.07573	-0.0594	0.18038	-0.10419	0.03197	-0.07593	0.08086	0.04016	0.11139	0.07102	-0.15364	0.2351	0.26871	0.0324	0.10109	0.34103
RID00648	CCAT1	PDGFRA	-0.03565	0.03268	0.00606	0.00935	-0.11638	0.09863	0.19834	-0.12009	0.05193	0.06394	0.16726	0.01328	0.12794	0.57067	0.16286	0.05569	-0.01448	-0.04651	0.07836	0.23709	0.02873	-0.07314	0.04596	0.20668	-0.01978	0.12586	0.02507	0.58298	0.12572	0.06236	0.10502	-0.02041	0.2441
RID00649	LNCARSR	PTEN	0.37438	0.21363	0.15774	0.16978	0.26726	0.56271	0.1345	0.02659	0.08806	0.01046	0.23374	0.03495	0.23954	0.32369	0.18747	0.22497	0.39068	0.05478	0.36388	0.24638	0.02744	0.34807	0.39455	0.27103	0.16129	0.1542	0.04923	0.39727	0.30244	0.57461	0.12228	0.13261	0.61874
RID00652	WT1	MEG3	0.05328	0.13252	-0.0195	0.14037	-0.12858	0.11905	0.31425	0.02653	-0.07914	0.06979	0.04209	0.0107	-0.01756	0.39353	-0.03471	-0.02773	-0.00116	-0.00215	-0.22371	0.0146	-0.0037	-0.06916	-0.06016	0.03368	-0.06049	0.00385	0.20855	-0.10266	0.1187	0.07077	0.00322	-0.07143	0.4653
RID00653	LINC-ROR	TP53	-0.01547	0.00807	0.00759	-0.02613	0.39505	-0.08473	-0.03924	-0.00686	0.21016	-0.00678	0.09126	0.12321	0.12353	-0.00168	0.11879	0.00954	-0.059	-0.01436	-0.06732	0.10852	0.07698	0.20891	0.12277	-0.07481	0.02564	0.0585	0.14504	0.4015	0.26224	-0.29949	-0.03217	-0.11997	0.05835
RID00654	LINC-ROR	MYC	-0.01143	0.07002	0.01184	0.05561	0.15287	-0.10358	-0.00628	0.11664	0.11559	0.09338	-0.02545	0.10938	-0.13611	-0.19518	0.04362	-0.1336	-0.12268	0.16634	0.09991	0.11399	0.03288	0.06826	-0.00843	0.00448	0.10142	0.06062	0.25355	0.31581	0.02778	-0.01469	0.11095	0.13074	0.12629
RID00655	XIST	ATG7	0.11266	-0.08473	0.01858	-0.07453	-0.08067	-0.08548	0.03593	-0.04315	-0.11568	0.07184	0.01081	-0.10111	0.01784	-0.04543	-0.04938	0.09778	-0.06588	0.0278	-0.04483	0.08229	-0.04682	-0.28817	0.03908	-0.17136	-0.1425	-0.12647	-0.01441	-0.11072	-0.11603	-0.18236	-0.13251	0.09128	0.03967
RID00656	MIAT	HDAC4	-0.0036	0.18216	0.27415	0.31966	-0.01737	0.2913	0.72931	0.13546	0.36325	0.26273	0.25789	0.25608	0.1782	-0.05942	0.36843	0.27489	0.05539	0.30021	0.26047	0.25096	-0.03235	0.17753	0.30281	0.19995	0.30967	-0.12642	0.12696	0.23604	0.05433	-0.05633	0.10232	0.47592	0.29744
RID00657	MALAT1	ATG12	0.23321	-0.03119	-0.12736	0.14607	0.18409	-0.00775	0.12281	0.05402	-0.02368	0.16375	0.13017	-0.0308	0.31975	0.18074	0.10284	0.30898	0.0026	0.24573	0.07948	0.20202	0.32518	0.01733	-0.0635	-0.06778	0.1215	0.30071	-0.03898	0.14026	0.1742	0.59964	-0.07475	-0.00733	0.6223
RID00658	XIST	PPP1R13L	0.24343	0.0233	0.10644	-0.02776	0.10485	-0.06218	0.33898	-0.08935	0.04684	0.03148	-0.05272	0.11617	0.0623	0.01873	-0.04847	0.23007	0.01954	-0.00049	-0.08544	0.14286	-0.01856	-0.11095	0.00683	0.04424	0.064	0.04935	-0.03191	-0.00284	0.17195	-0.04553	-0.01641	0.17946	0.01538
RID00660	NORAD	RHOA	0.54045	0.22535	0.48902	0.30242	0.422	-0.00711	0.73671	0.18249	0.19526	0.30245	0.35559	0.65428	0.63168	0.21484	0.11292	0.51731	0.36484	0.09957	0.21683	0.3067	0.48013	0.40012	0.66644	0.11654	0.17001	0.36156	0.20985	0.56195	0.7546	0.63766	0.46413	0.16722	0.33543
RID00662	ILF3-DT	miR-200b	-0.0474	0.08177	0.155	0.06595	0.28917	0.23888	0.02209	-0.14164	0.44121	0.1467	0.24547	0.10247	0.18946	-0.06135	-0.01546	0.19387	0.25877	0.03472	0.08475	0.10055	0.21943	NA	0.16538	0.0603	-0.08123	0.01403	0.04125	0.10052	0.09834	-0.04865	0.57676	-0.1905	NA
RID00663	ILF3-DT	miR-200a	NA	0.06135	0.14815	0.07873	0.33779	0.26204	-0.05917	-0.14567	0.45082	0.14433	0.24039	0.09943	0.2096	0.0853	-0.06276	0.24004	0.25175	0.07032	-0.048	0.09794	0.13596	0.0033	0.16761	0.08112	-0.05846	0.04184	0.00428	0.07812	0.08886	-0.17185	0.57545	-0.22803	NA
RID00664	ILF3-DT	miR-429	0.00659	0.08298	0.17763	0.10431	0.50895	0.30681	-0.14507	-0.19735	0.37078	0.18039	0.12056	0.1027	0.22495	-0.07379	-0.01958	0.26478	0.26599	0.14362	-0.03839	0.10425	0.08279	0.09499	0.19255	0.18193	-0.08968	-0.00469	0.0607	0.08598	0.13116	-0.16483	0.36938	-0.11645	NA
RID00665	SOX2	PVT1	-0.04863	0.02581	-0.01571	-0.03869	0.50621	0.05196	0.01201	-0.0482	0.00285	0.08241	-0.02941	0.12034	0.08799	0.19229	0.00695	0.12951	-0.00738	0.11656	0.03471	-0.04642	0.02217	-0.08002	-0.13178	0.02336	0.04142	-0.02989	0.03255	0.59895	0.17429	0.32994	0.07956	-0.06144	0.02681
RID00666	NEAT1	MAPK6	0.01472	0.09086	-0.06028	0.03841	0.39316	0.28156	0.27732	-0.041	-0.00272	-0.05339	0.08292	-0.0113	-0.12339	0.07692	-0.14204	0.10442	-0.04999	-0.09658	0.2343	0.07711	0.09356	0.1302	-0.02175	0.14512	0.07427	-0.0089	0.28644	-0.3576	-0.03724	0.40439	0.10562	0.30523	0.3399
RID00669	LINC00473	ILF2	0.44014	0.04623	0.09891	-0.04723	0.19166	-0.20034	-0.0111	0.01866	0.03399	0.05054	0.22703	0.08803	0.14788	-0.22527	-0.15637	-0.00924	0.1528	-0.0066	-0.1586	0.08029	-0.00558	0.04163	-0.19373	0.06941	0.11246	0.06321	0.09059	-0.05075	0.12911	-0.05237	0.06252	-0.04884	0.13726
RID00670	HOXA11-AS	EZH2	0.29734	-0.00018	0.06126	-0.05013	0.35566	0.09836	0.33832	-0.02181	0.24537	-0.02768	-0.00794	0.12557	0.20069	0.04536	0.27079	0.34931	0.2557	0.03707	0.08793	0.25776	0.18622	0.10682	0.04331	0.08263	0.04851	0.23833	0.22058	0.10054	0.02856	-0.06724	0.11596	0.14654	-0.01634
RID00671	PCAT1	HMGB1	0.33576	0.02268	0.02043	0.01779	0.37562	-0.00556	-0.16597	0.01461	0.00353	-0.02419	0.30097	-0.0456	0.49848	-0.09788	0.10818	0.24403	0.15206	0.09748	-0.0075	0.12463	0.19657	0.41122	0.02375	0.01858	0.15975	0.06356	0.10616	-0.05187	0.31507	-0.2799	0.00557	-0.006	0.15177
RID00672	PCAT1	FSCN1	0.15372	0.04344	0.00818	-0.03955	0.15549	-0.08007	0.23106	0.15975	-0.07923	0.07727	-0.10578	-0.06842	0.14621	-0.03705	-0.04596	0.14203	-0.02036	0.00208	-0.14645	0.07885	0.28694	0.35755	-0.02858	0.0158	0.02337	0.05008	0.04991	-0.13559	-0.11985	0.09139	-0.06071	-0.01173	-0.21077
RID00674	HOTTIP	ZEB1	-0.04487	-0.03766	-0.03396	0.27532	-0.04711	-0.10942	0.2408	-0.06229	-0.03823	-0.01513	-0.00678	-0.02555	0.06007	-0.0213	0.0078	0.12472	0.0263	0.06936	-0.14374	0.22609	0.0045	-0.08333	0.08285	-0.06474	0.15449	0.06422	-0.02757	0.14887	-0.06593	-0.09872	0.00413	0.04224	0.12949
RID00675	FEZF1-AS1	CDH1	-0.03982	-0.04111	-0.02191	0.12124	0.21424	-0.09117	0.20895	0.15603	0.15217	0.16274	0.11755	-0.07023	0.35553	0.09102	0.01115	0.00417	0.13558	0.16405	0.23574	-0.00362	0.19296	0.15801	-0.02548	-0.0413	-0.09245	0.01745	0.23446	0.07498	0.06281	0.34366	0.04037	-0.14263	0.16825
RID00676	UCA1	GRK2	-0.06611	0.16127	0.02334	-0.04382	-0.15954	-0.04299	-0.02175	0.00032	0.39599	-0.02985	0.75154	-0.0129	0.13027	-0.03049	-0.00868	0.07834	0.06629	0.02491	0.0744	0.12824	0.11057	0.28019	-0.04096	-0.02204	-0.01734	0.0332	0.02761	-0.1397	0.00624	0.30177	-0.03645	-0.00191	0.01285
RID00677	LINC00963	PGK1	0.29094	0.0731	0.12066	0.05717	0.55364	0.09141	-0.1253	0.07076	0.11586	0.08248	0.30163	0.15418	0.14754	0.07716	0.09472	0.35161	0.09872	0.05918	0.49521	0.24318	0.19939	0.46879	0.18236	0.06942	-0.05388	0.30905	0.08675	-0.10795	0.40619	0.13797	0.07568	0.06038	0.71119
RID00678	CCAT1	miR-152	-0.01393	0.0394	0.0413	-0.02555	NA	0.03347	0.52353	0.04591	0.1164	-0.0482	0.44707	0.05648	0.02521	-0.10116	0.01377	0.02503	0.20666	-0.01357	0.08163	0.04484	-0.03324	0.08511	-0.01225	NA	0.01342	0.02047	0.04147	-0.00971	0.00274	-0.02621	NA	0.13253	0.07391
RID00679	YY1	PVT1	0.20659	-0.04301	0.01646	0.03692	0.17788	0.13661	-0.15184	0.11839	0.09928	0.06664	0.16012	-0.10199	-0.0067	0.02854	0.28602	0.08029	0.02138	0.06715	0.24249	0.10417	0.12311	0.15924	0.0096	0.23824	0.07249	0.04317	0.10321	0.01293	-0.00846	-0.10086	0.06765	0.08682	0.54761
RID00680	HOTAIR	FASN	0.13746	0.03267	0.03762	0.06068	0.1949	0.04245	-0.04675	0.15134	-0.00705	0.03079	0.17687	0.22593	0.02549	-0.08069	-0.01723	-0.0567	0.02632	0.00447	-0.08961	0.06531	0.15068	0.05429	-0.09612	-0.01943	0.03139	-0.04499	0.17991	0.05282	0.11935	0.0984	0.00261	-0.08031	0.06338
RID00681	NORAD	PTEN	0.45692	0.22919	0.33291	0.2357	0.50028	0.26479	0.48715	0.20855	0.21667	0.28835	0.28669	0.63006	0.52214	0.28344	0.43743	0.43673	0.34811	0.28881	0.42107	0.38604	0.55686	0.57462	0.33534	0.34987	0.34447	0.20646	0.42322	0.33172	0.70667	0.00904	0.1828	0.07629	0.74348
RID00682	XIST	PDCD4	0.25262	-0.00218	0.09958	-0.17282	-0.02643	-0.01014	-0.07655	-0.06873	0.05317	0.00297	0.09419	0.04224	0.10646	-0.01309	0.01346	0.19697	-0.03981	0.04813	-0.143	0.04435	-0.09962	-0.19845	0.02331	-0.03505	0.0859	-0.01676	-0.03125	0.08867	-0.02655	-0.10669	-0.00748	0.08034	0.17196
RID00683	SOX2-OT	SOX2	0.90676	0.84278	-0.00633	0.74814	0.24446	0.12801	0.26045	0.72734	0.46027	0.68514	0.04967	0.08005	0.07748	0.29429	0.36559	0.8778	0.5165	0.4516	0.04359	0.47662	0.12043	0.42234	-0.02377	0.26467	0.59136	0.35213	0.19491	0.41419	0.11885	0.53062	0.57345	0.96943	0.84868
RID00684	MEG3	ADH4	-0.04476	-0.00837	0.26469	0.00066	-0.04897	0.08022	-0.05951	-0.03011	-0.05447	0.09847	-0.02674	-0.01396	0.04494	-0.11636	0.02568	-0.1141	0.05358	0.01057	0.07561	0.29104	0.4388	-0.08984	0.56104	-0.04942	-0.0147	0.02585	0.00611	-0.15702	0.10964	0.21871	-0.02524	0.02461	0.39056
RID00685	DLEU1	CDK1	0.42958	0.13897	0.08214	0.34981	0.13458	0.12668	0.2619	0.24943	0.40722	0.29785	0.30176	0.00668	0.23931	0.06578	0.32968	0.35277	0.06797	0.30919	0.19473	0.24222	0.28247	0.36508	0.16768	0.45309	0.00238	0.27819	0.42235	-0.1215	0.31374	0.60719	0.09828	0.15875	0.62364
RID00686	PCAT1	MYC	0.35274	0.11754	0.09309	0.07948	-0.11848	-0.01728	-0.13048	0.1925	0.12911	0.31619	0.14623	0.0018	0.03929	-0.11743	0.19742	0.20878	0.22435	0.26255	0.00829	0.18905	0.50409	0.10391	0.27891	0.36609	0.11271	-0.05626	0.04725	-0.00872	0.16509	0.52055	0.09024	0.40871	0.17676
RID00688	SNHG15	VEGFA	0.12243	-0.03628	0.02627	-0.06749	-0.10203	0.18511	-0.0298	0.03278	-0.1136	-0.0127	0.09772	0.12169	0.12281	0.00907	0.08075	0.12842	0.35339	0.25232	0.10162	0.11965	0.20173	0.17259	-0.01445	0.17584	0.08963	0.12389	0.23741	-0.46166	0.34998	-0.39178	0.1157	0.01541	0.35509
RID00689	SNHG15	CDC42	0.46295	-0.13055	-0.17187	-0.20689	-0.41353	-0.03455	-0.21288	-0.12231	0.1025	-0.22657	-0.01248	-0.19014	-0.11758	-0.03217	-0.09841	0.15521	0.02792	-0.13019	0.18034	0.07965	-0.159	0.05712	-0.26272	-0.08316	0.05516	-0.03652	0.04369	-0.22586	-0.00647	-0.46636	0.13135	-0.21761	0.31817
RID00690	AP000439.3	CCND1	-0.12282	0.03665	0.26333	-0.02578	0.17513	-0.00905	-0.05279	0.12747	-0.09668	0.069	0.0118	-0.02251	0.11869	0.1278	-0.07852	0.71569	0.00308	0.55101	-0.09198	0.1792	0.05131	0.13763	0.10204	-0.03601	0.13391	0.04875	-0.02433	0.02869	0.20183	0.56612	0.08196	-0.04088	0.07199
RID00691	MIAT	ZEB1	0.34667	0.04426	0.34626	0.0453	0.09041	0.37177	0.66608	0.22197	0.28331	0.16824	0.35158	0.01318	0.27333	0.21749	0.14591	0.24618	0.08493	0.17504	0.48874	0.47161	-0.04506	0.22719	0.43894	0.26202	0.02465	0.20645	0.09837	0.20356	0.04694	-0.11079	0.06678	0.06663	0.63759
RID00693	RP11-436H11.5	BCL2L2	-0.15104	-0.04446	-0.08325	0.00905	0.00879	-0.13638	0.07311	-0.11265	0.01501	-0.07874	-0.17243	-0.0837	0.02386	0.06997	-0.02321	0.13044	-0.14946	-0.00654	NA	0.17772	0.00605	-0.00642	-0.10373	-0.07105	-0.04811	0.07132	0.03579	0.08355	0.09527	0.1079	-0.04335	-0.09358	-0.03818
RID00694	SNHG17	CDKN1C	-0.03056	0.00835	0.14479	-0.04596	-0.19595	0.04207	0.02043	0.13816	0.39	0.06069	0.36239	0.01656	0.12522	-0.03782	0.0368	0.18072	0.09426	-0.02856	0.13217	0.15115	0.07806	-0.09679	-0.04952	-0.05173	-0.07769	0.02356	0.19753	-0.14952	0.17797	-0.25238	0.13992	0.12616	0.01181
RID00695	MALAT1	BCL2	-0.07467	0.02681	0.13238	-0.03685	0.24951	0.27693	0.06587	-0.05471	0.24346	0.01096	0.23196	0.09009	0.27282	0.1275	-0.0587	0.22739	0.13974	0.09958	0.23455	0.04108	0.12353	0.02848	0.43381	-0.10233	0.22374	0.1565	0.08542	0.5785	0.1259	0.30603	0.00623	0.11551	0.44794
RID00696	MALAT1	MMP13	-0.04779	-0.02194	-0.01841	-0.00459	0.00551	0.03151	-0.05385	0.00236	-0.03901	-0.02645	0.33108	-0.01354	-0.04375	0.1532	0.11776	0.0891	-0.03075	-0.08845	-0.05852	0.01724	-0.08132	-0.05637	0.04339	-0.04704	-0.0533	0.02856	-0.05227	0.3197	-0.13451	0.29181	0.0903	-0.01784	0.15893
RID00699	HULC	ATG7	0.31626	0.02361	0.05971	-0.05813	-0.17745	-0.01857	0.32372	0.02857	0.00736	-0.05362	0.20499	-0.05662	-0.0702	0.05676	-0.00113	-0.14289	0.21934	0.00214	-0.19987	0.12537	-0.01316	0.00755	0.15101	-0.06067	0.07593	-0.04715	-0.07485	0.10509	-0.0184	0.0427	0.1239	-0.11736	-0.01974
RID00700	HULC	ITGB1	0.01484	-0.05361	-0.05179	0.10485	-0.0815	-0.02901	0.15662	-0.01284	0.07245	-0.00862	-0.07121	-0.07668	-0.04683	0.17521	0.02003	-0.20166	-0.13073	0.00733	0.01861	0.24783	-0.08681	0.05148	0.08392	-0.01161	0.14227	-0.04836	-0.0148	0.08336	0.03027	-0.03823	-0.03212	0.03182	0.05819
RID00701	PVT1	MCL1	0.17433	-0.02637	-0.12517	-0.02555	0.34306	0.02463	-0.11897	0.0899	0.23216	0.00935	0.61803	0.07837	-0.02432	-0.1161	0.29423	0.26705	0.01785	0.03264	-0.03339	0.14531	0.16808	0.15727	-0.04378	0.1483	0.0866	-0.01576	0.07887	0.15245	0.018	0.07998	0.04199	-0.10682	0.70741
RID00702	CCAT1	ITPKB	0.04454	-0.03672	-0.07185	0.38896	-0.07999	0.03567	0.36473	0.01304	0.11811	0.17868	0.24142	-0.0459	0.00211	0.2553	-0.00322	-0.00285	-0.08686	0.36525	0.22071	0.26274	-0.11215	0.14981	0.03636	0.14761	0.16297	-0.20744	-0.13945	0.23857	0.27567	-0.02358	0.01893	-0.04419	-0.11901
RID00703	XIST	miR-29c	0.02065	0.00689	0.14079	0.20974	-0.05425	0.05709	-0.14534	0.04164	0.22062	0.08459	0.01078	0.12297	-0.02668	-0.02185	0.11342	0.04863	0.08607	-0.00879	0.13877	0.23593	0.17985	0.29359	-0.01268	0.06737	0.34864	0.07557	-0.00076	-0.08693	-0.00697	0.0751	0.09466	0.12423	0.55477
RID00704	SNHG20	CDKN1A	0.20683	-0.18689	-0.02713	-0.21865	-0.36383	-0.17416	-0.01522	-0.28881	-0.12622	-0.3201	0.03447	0.0832	0.01976	-0.1446	-0.0273	0.00201	-0.09023	-0.18259	-0.2324	0.12337	0.00139	-0.04027	-0.13364	-0.27518	0.01511	-0.15073	-0.03393	-0.12324	-0.1564	0.16373	-0.17098	0.08931	0.1549
RID00705	FOXC2-AS1	MMP2	0.12202	0.01401	0.04857	0.11833	0.46356	0.15975	-0.11357	0.04725	0.17231	0.1282	0.8781	0.02721	0.05304	0.00161	0.3045	0.08538	-0.02062	0.11995	0.16924	-0.00438	-0.00716	0.18029	0.18928	-0.05277	-0.04892	0.07987	-0.02127	0.24494	0.17312	0.10552	0.05204	0.25921	0.05752
RID00706	MALAT1	CAPNS1	0.06019	-0.24691	-0.28335	-0.16728	-0.16865	-0.34909	0.12187	-0.15512	-0.2355	-0.09196	0.12078	-0.35886	-0.12188	-0.34409	-0.19753	0.15714	-0.27687	0.05578	-0.13463	-0.01052	0.08167	-0.27413	-0.394	0.19343	-0.12513	-0.32406	-0.11999	0.21097	-0.08538	-0.42092	-0.17603	0.07378	-0.45364
RID00707	H19	DNMT3B	0.07419	0.04039	-0.03788	0.04322	0.01451	0.24698	0.2641	0.13427	0.33729	0.12242	0.51458	0.01572	-0.03668	0.02894	0.17354	0.1251	0.30496	0.27287	0.20361	0.01865	0.04442	-0.11353	-0.04284	0.4303	-0.04056	0.35312	0.48651	-0.02635	-0.04935	-0.03854	0.12382	-0.08171	0.00544
RID00708	GAS5	FOXO1	0.07772	-0.09601	-0.12267	-0.17432	-0.12334	-0.18143	-0.01337	0.02368	-0.1426	-0.21245	-0.13927	-0.04059	-0.07504	-0.07639	-0.26056	-0.17696	-0.07695	-0.1592	0.12192	-0.00725	-0.25603	0.04577	-0.40074	-0.19469	-0.02228	0.06975	0.13183	-0.16352	-0.04933	0.10523	-0.08239	-0.14989	0.24714
RID00709	NEAT1	miR-613	0.00276	0.15872	0.05278	0.01554	NA	0.27496	0.10707	-0.10548	-0.07515	0.01608	0.32327	0.05769	0.1208	-0.00616	0.05237	0.07934	0.17532	0.04824	0.01599	0.19427	-0.04293	-0.00855	0.02476	0.06335	0.13906	0.04768	-0.01696	0.31074	0.04982	-0.08684	0.28542	-0.08203	NA
RID00711	PCAT1	WNT1	-0.14363	0.0914	-0.01461	0.06651	-0.15683	0.22875	0.10064	-0.01066	-0.01963	0.00892	0.33254	0.05598	0.16046	0.08897	-0.08722	0.0185	0.03102	-0.02879	0.06891	-0.01741	-0.02349	0.05296	-0.04032	0.03593	0.1063	0.01836	0.1557	0.01186	-0.08403	-0.01788	-0.00664	-0.05686	-0.07143
RID00712	HOTAIR	BECN1	-0.02245	0.08528	0.00444	0.09667	0.16738	0.01111	0.3015	0.09312	0.12521	0.01589	0.14269	0.13248	0.27153	0.01595	0.09107	0.07426	0.07269	-0.01155	-0.24651	0.08768	0.09864	0.1008	-0.05405	0.0131	0.02901	0.11099	0.10705	0.29327	0.03385	0.10964	0.06343	0.06106	-0.14567
RID00713	HOTAIR	ABCB1	-0.0409	-0.0224	-0.00411	0.07251	-0.13616	0.02903	-0.0762	0.07278	0.07942	0.00979	-0.0933	0.03147	0.25875	-0.00993	-0.06167	-0.0652	-0.03296	-0.04082	-0.05089	0.19542	-0.10196	0.07214	0.02181	0.20334	0.08602	-0.0121	-0.05911	0.08815	0.02653	0.04255	-0.06023	-0.09727	-0.1001
RID00714	HOTAIR	ABCB4	0.10265	0.18304	0.03137	-0.01441	-0.05315	0.37395	0.04103	0.1126	0.0171	0.13808	0.1393	0.02016	0.19694	0.09505	0.13807	-0.11597	0.08766	0.03789	0.7939	0.03495	-0.02756	-0.01503	0.10821	-0.00062	0.45683	-0.00368	0.04306	0.3824	0.05365	-0.07363	0.07107	-0.07656	0.12344
RID00715	DANCR	AXL	-0.01082	-0.2227	-0.13413	-0.20147	-0.07052	-0.16147	-0.17849	-0.13409	-0.18105	-0.17369	-0.04085	0.17897	-0.06555	0.16322	-0.0322	0.19941	-0.19648	-0.24136	0.00171	-0.03022	-0.25965	0.00026	-0.32625	-0.24645	-0.12696	-0.04019	-0.25097	-0.13345	-0.2769	-0.24765	-0.08725	-0.10666	-0.43207
RID00718	HOXA11-AS	CDKN1A	0.1116	0.04243	-0.03518	-0.16077	-0.20564	-0.00121	-0.16485	0.04145	-0.24277	-0.12903	-0.15374	-0.02088	0.10273	0.14735	-0.05624	0.11907	0.03204	-0.01951	-0.1162	0.07387	0.05292	-0.11743	-0.0776	-0.11455	-0.09871	-0.04423	0.10207	0.55501	0.03005	0.25986	0.01736	-0.17538	-0.17125
