RID	Regulator	Target	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
RID00878	LOC100507600	BMI1	0.63785	0.41449	0.21707	0.4246	0.81175	0.03156	0.70847	0.77336	0.1416	0.33995	2e-05	0.05365	0.44849	0.12172	0.00164	0.00024	0.3162	0.79427	0.02659	2e-05	0.62125	0.99827	0.30736	0.95644	0.6296	0.07249	0.67291	0.38907	0.51919	0	0.21967	0.87724	0.09883
RID00879	GAPLINC	EEF2K	0.77573	0.00395	0	0.01474	0.13522	0.29408	0.00252	0.02405	0.00856	0.7125	0	0	9e-05	0.01006	0	0.74863	0.87672	0.4541	0.04231	0	0.32599	0	0.02195	0.74058	0.24097	0.03648	0	0	0	0.00018	0.75691	0.08883	0.00849
RID00880	HOXA-AS2	S100A4	0.26453	0.60496	0.01383	0.51696	0.15388	0.11632	0.65763	0.81501	0.95407	0.73214	0.25172	0.17719	0.01668	0.02207	0	0.18724	0.50885	0.24225	0.2628	0.45254	0.00678	0.00442	0	0.08741	0.04628	0.30401	0.87171	1e-05	0.06638	0.16941	0.86056	0.87349	0.88459
RID00881	SNHG16	ZEB1	0.28384	0.16092	2e-04	0.30029	0.79175	1e-05	0.574	0.95508	0.00787	0.94064	0	0.03685	0.0019	0.10855	0	0.06486	0.02334	0.32179	0.18094	0.16656	0.86842	0.85228	2e-05	0.00011	0.1327	0.00108	0.66079	0.00147	0.0715	6e-04	0.15489	0.74881	0.00219
RID00884	XIST	SGK1	0.83828	0.74123	0.74534	0.03434	0.72965	0.35193	0.01281	0.89872	0.50209	0.02233	0.34391	3e-05	0.16182	0.32474	0.49863	0.67168	0.28937	0.5899	0.25241	0.63353	0.70997	0.10271	0.95032	0.03983	0.56975	0.24019	0.78575	0.00456	0.59117	0.2072	0.01761	0.42145	0.94765
RID00885	CRNDE	IRX5	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RID00886	MALAT1	MDM2	0.42178	0.90386	0.35664	0.17284	0.84033	0	0.69338	0.73923	0.00509	0.00455	0.02213	0.92346	0.28578	0.76959	0.48873	0.00035	0.00968	0.18589	0.06923	0.09422	0.07149	0.85628	0.76544	0.54777	1e-05	0.00775	0.63259	0.13644	0.5741	0.39442	0.57363	0.59379	0.01356
RID00887	HOXA-AS2	GPC3	0.29838	0.21621	0.96764	0.26081	0.44986	0.59491	0.668	0.20554	0.17242	0.20679	0.69193	0.01661	0.80555	0.00016	0.66775	0.01873	0.13083	0.02871	0.41359	0.07457	0.94889	0.04428	3e-05	0.87954	0.04816	0	0.00559	0.02826	0	0.48489	0.11745	0.86651	0.42583
RID00888	HOXA-AS2	S100A4	0.26453	0.60496	0.01383	0.51696	0.15388	0.11632	0.65763	0.81501	0.95407	0.73214	0.25172	0.17719	0.01668	0.02207	0	0.18724	0.50885	0.24225	0.2628	0.45254	0.00678	0.00442	0	0.08741	0.04628	0.30401	0.87171	1e-05	0.06638	0.16941	0.86056	0.87349	0.88459
RID00890	KCNQ1OT1	CASP1	0.61278	0.0466	0.00197	0.02184	0.1295	0.00127	0.12714	0.64273	0.0106	3e-05	0.00785	0.0317	0.64712	0.22483	0.00745	0.02597	0.00109	0.19151	0.00908	0.00097	0.08318	0.01974	0.10885	0.2111	2e-05	0.95278	0.10844	0.11997	0.03468	0.00705	0.0267	0.30668	0.00534
RID00891	H19	SOX4	0.81605	0.59394	0.14065	0.39978	0.16484	0.01683	0.49501	0.54725	0.36427	0.65684	0.09265	0.01232	0.34752	0.94949	0.85708	0.20487	0.00029	0.62746	0.12691	0.58354	0.8199	0.77962	0.27639	0.45948	0.73532	0	0	0.97988	0	0.92456	0.47776	0.61762	0.08398
RID00893	H19	FOXM1	0.22935	0.6843	0.80469	0.99457	0.43324	0.00703	0.48945	0.90425	0.11875	0.36988	0.58244	0.18269	0.53213	0.26982	0	0.08046	0	0.58997	0.80189	0.95181	0.04531	0.99854	0.41673	0.85945	0.02692	0.19736	0.00199	0.11335	0.00465	0.58567	0.14062	0.38176	0.08971
RID00894	MALAT1	VIM	0.25087	0.15282	0	0.20796	0.4736	0.11682	0.02936	0.91823	0.37225	0.19736	0.12026	0	0.00826	0.51712	0.38837	0.00036	0.00149	0.00421	0.14646	0.0053	0.62363	0.77551	0.00313	0.07076	0.00079	0.10279	0.62883	0	0.2321	0.00582	0.01942	0.60906	0.0298
RID00895	AFAP1-AS1	IRF7	0.61577	0.24139	0.05519	0.17239	0.86966	8e-05	0.90932	0.55261	0.43803	0.13467	0.5881	0.51921	0.5803	0.32944	0.43051	0.23274	0.00158	1e-05	0.13668	0.21174	0.0426	0.49321	0.01721	0.74838	0.31081	0.74424	0.00032	0.14267	0.11421	1e-05	0.89309	0.80788	0.98978
RID00896	DLG1-AS1	ZHX1	0.02395	1e-05	3e-05	0.31942	0.50284	0.08998	0.78469	0.01938	0.18978	0.85628	0.44997	0.57351	0.2834	0.65269	0.01313	0.57097	0.83008	0.47829	0.68779	0.16187	0.4992	0.00121	0.17371	0.05738	0.60558	0.66879	0.98871	0.76492	0	4e-05	0.27732	0.13651	0.3416
RID00897	HOTAIR	EZH2	0.08062	0.03352	0.00033	0.81385	0.02109	0.26492	0.41962	0.03614	0.21264	0.00466	0.75759	0	0	0.35984	0	0	0.14596	0.00134	0.00498	0.02301	0.00865	0.52775	0.00013	0.97055	0.00626	0	1e-05	0.0016	0.05497	0.93818	0	0.09098	0.66847
RID00898	PVT1	HILPDA	0.15411	0.47399	0.10788	0.67779	0.16474	8e-05	0.69763	0.73532	0.10184	0.15131	0.30889	3e-05	0.00753	0.32357	0.00012	0.00014	0.50264	0.94479	0.36819	0.0023	0.00091	0.09807	0.14637	0.42979	0.54396	0.0047	0.05843	0.25889	0.18775	0	0.8871	0.98712	1e-04
RID00899	HOTAIR	CCND1	0.71239	0.84412	0.24891	0	0.9336	0.19902	0.5394	0.79025	0.39498	0.40132	0.862	0.60758	0.70551	0.84672	0.00249	0.13143	0.87131	9e-04	0.14359	0.22805	0.54347	0.93109	0.14814	0.73806	0.58909	0.04634	0.16601	0	0.37941	0.93156	0.02355	0.58327	0.36554
RID00900	HOTAIR	CCND2	0.50921	0.90885	0.537	0.74899	0.56788	0.92532	0.37231	0.01085	0.11231	0.84487	0.81384	0	0	0.06222	0.0802	0	0.453	0.20821	0.84364	0.44633	0.32138	0.58632	0.0096	0.93333	0.0257	0	0.75731	0.36324	0.03673	0.82835	0.0073	0.59289	0.26945
RID00901	GAS5	PDCD4	0.58043	0.00775	0.00101	0.6479	0.93938	0.28327	0.83021	0.26819	0.17008	0.04441	0.36288	0.72876	0.42558	0.00937	0.0421	0.00054	0.19617	0.06883	0.00872	0.04083	0.00035	0.03485	7e-05	0.13365	0.63588	0	0.00012	0.99688	0.03518	0.05012	0.00905	0.9983	0.01257
RID00902	KCNQ1OT1	CCNE2	0.03832	0.35799	0.74631	0	0.03136	0.95977	0.05894	0.90572	2e-05	0	0.00911	0.00061	0	0.00875	0	0	0.3179	0.00105	0	0.00045	0.00014	0	0.3026	0.00046	0	0	0.83462	0	0	0.14256	0.4564	0.888	0
RID00903	SNHG6	CDKN1A	0.08349	0.5716	0.01788	1e-05	0.11135	0.00172	0.06924	0.00146	0.00303	0	0.29443	0.92842	0.0141	1e-05	0.23616	0.00025	0.00782	0	0.37949	0.01544	0.5259	0.4786	0.01328	0.00011	0.00263	0.00431	0.01593	0.00105	0.0012	0	0.00543	0.69933	0.04827
RID00904	EGFR-AS1	EGFR	0	0	0	0	0.64993	0	0.00308	0	0.41517	0	0.28712	0	0.16134	0.03829	0	0.05718	0	0	0	0	0.33253	0	0	0.35872	0	0.09735	0	0.00757	0	0	0	0.69558	0.48101
RID00905	MEG3	HOXA11	0.03564	0.93736	7e-05	0	0.5531	0.509	0.4742	0.22581	0	0.00011	0.27885	0	0.67374	0.30135	0.20969	0.25824	0.98516	0.11262	0.56787	0.9804	0.20326	0.93637	0.02528	0.32968	0.55815	0.95993	0.1271	0.07992	0.92881	0.40988	0.06034	0.37615	0.61471
RID00906	LINC00515	ATG14	0.98388	0.10962	2e-05	0.64327	0.25857	0.00114	0.35341	0.26933	0.5046	0.16211	0.82024	0.01828	1e-05	0.00891	0.05081	0	0.00039	0.34419	0.75858	0.05811	0.17812	0.32173	0.3084	0.76321	0.3281	0.24835	0	5e-05	0	1e-05	0.19164	0.39329	0.06374
RID00907	BCYRN1	NPR3	0.29196	0.83667	0.64998	0.54804	0.62991	0	0	0.93172	0.58016	0.2791	0.04887	0.02817	0.83734	0.09637	0.05238	0.0312	0.82344	0.20758	0.95959	0.50555	0.13192	0.26434	0.6355	0.7829	0.72584	0.92664	0.12158	0.00029	0.2362	0.60571	0.56067	0.29141	0.62739
RID00908	TUG1	ZEB1	0	0.90683	0	0	0.94459	0	0	0.0124	0	0	0.01563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0.05604	0
RID00910	SNHG1	TGFBR2	0.59608	0.01264	2e-05	0.16933	0.30498	0.77873	0.01707	0.06086	0	0	0.55897	0.04385	0.07044	0.1482	0	0.21911	0	0	0.79035	0.33341	0.71753	0.2785	0.00235	0.09833	0.00418	0.95923	0.06629	4e-05	0.41884	0.10521	0.24748	0.93714	0.84405
RID00911	SNHG1	RAB11A	0.15965	0.95222	0.04223	0.58547	0.6835	0.01234	0.15379	0.08076	0.694	0.00073	0.63789	0.46716	0.10289	0.30182	0.00368	0	0.16689	0.1128	0.41	0	0.85284	0.31222	0.29583	0.01314	0.066	0.66672	0	0	0.00136	0.00031	0.12737	0.32514	0.45114
RID00912	LOC101930370	SHH	0.12653	0.32315	0.11868	0.00018	0.51217	0.0015	0.41212	0.0604	0.86246	0.11778	0.81437	0.04565	0	0.01443	0.03413	0.77012	0	0.06663	0.59974	0.97141	0.0024	0.17942	0.24415	0.00434	0.4244	0.61177	0.93233	0.00729	0.01146	0.32447	0.62566	0.09301	0
RID00913	MIAT	LOXL2	0	0.1125	0	7e-05	0.46547	0.3838	0.6852	0.00024	0.93542	0.04451	0	0	0.77358	0.00683	0.07887	0	0.73703	0.14	0.03004	0	0.75022	0.0046	0	0.02947	0.82118	0.25012	0.51315	0.01424	0.02728	0	0	0.83051	0.01672
RID00914	NEAT1	USF1	0.20659	0.20671	0	0.30713	0.33509	0.01319	0.38509	0.2404	0.22567	0	0.03733	0	0	0	0.00091	5e-05	0	0	0.60296	0.01746	0	0.37794	0	0.41492	0.08751	0.00104	2e-05	0.00877	0.00296	0	0.00429	0.15135	7e-04
RID00915	LUCAT1	AKT1	0.85591	0.64609	0.00081	0.55734	0.0209	0.03371	0.00711	0.82616	0.20537	0.00231	0.9533	0.31066	0.4514	0.73214	0.01031	0.01889	0.0543	0.82881	0.53726	0.04713	0.04823	0.34024	0.60523	0.47842	0.00464	0.00802	0.24952	0.28029	0.56949	0.15157	0.00966	0.93549	0.81122
RID00916	LUCAT1	GSK3B	0.52704	0.01311	0	0.69646	0.54535	0.10385	0.00119	0.03066	0.22343	0.00037	0.0088	0.13423	0.25224	0.00066	0.79375	0.01289	0.35331	0.05545	0.94107	0.00445	0.02188	0.42906	0	0.07917	0.03026	0.01032	0.00081	0.14767	0	0.01796	0.95716	0.79739	0.0066
RID00917	MALAT1	ATG7	0.15531	0.15564	1e-05	0.08897	0.22272	0	0.03239	0.84764	0.09535	0.83634	0.24822	0	0.01585	0.08325	0.00072	0	0	0.14445	0.55791	0.02047	0.31003	0.07142	0	0.09901	0.63385	0.14056	0.20592	0.90525	0.00037	0.60608	1e-05	0.21021	0.75385
RID00919	TUG1	miR-223	0.86258	0.81492	0.58958	0.93784	0.36694	0.40602	0.27051	0.1885	0.90401	0.34459	0.85259	0.0793	0.75526	0.79995	0.37554	0.33303	0.71275	0.78191	0.82128	0.99598	0.66876	0.33215	0.01689	0.91798	0.54173	0.63844	0.51493	0.46294	0.15214	0.02416	0.66218	0.68203	0.7672
RID00920	ZFAS1	WNT3A	0.91089	0.41564	0.22268	0.24807	0.72867	0.23521	0.94553	0.12601	0.06171	0.34635	0.50754	0.11541	0.80999	0.09316	0.61	0.73713	0.04647	0.32029	0.27823	0.95457	0.00246	0.09875	0.01295	0.1942	0.09647	0.5885	0.66346	0.00885	0.00681	2e-05	0.35725	0.05225	0.05456
RID00921	HOTAIR	PTEN	0.87712	0.56121	0.52482	0.97657	0.64857	0.85667	0.45728	0.73568	0.43037	0.4924	0.32619	0.00147	0.13611	0.20393	0.38098	0.07448	0.16603	0.69724	0.53449	0.10805	0.93289	0.03094	0.05958	0.38242	0.56288	0.63907	2e-04	0.28667	0.88015	0.49839	0.71937	0.4067	0.0739
RID00922	LINC00261	FOXO1	0.70584	0.81223	0.87043	0.10888	0.05777	0.62527	0.48415	0.90316	0.21249	0.29914	0.83623	0.86274	0.32064	0.00182	0.00944	0.03194	0.09172	0.01401	0.16279	0.33025	0.0564	0.33138	0.86337	0.74405	0.92272	0.49328	0.2561	0.14721	1e-05	0.01204	0.04279	0.62777	0.03706
RID00923	STAT3	MEG3	0.01445	0.68917	0.21095	0.1056	0.81334	0	0.60472	0.12885	0.82994	6e-04	0.37066	0.12826	0.69665	0.78557	0.59461	0.08731	0.09409	0.99249	0.33365	0.00037	0.61328	0.57136	0.14252	0.02514	0.17649	0.36266	0	0.0052	0.47529	0.56232	0.03236	0.74602	0.00078
RID00924	MEG3	JAK2	0.97636	0.5185	0.36143	0.97355	0.68798	1e-05	0.14203	0.78252	0.8871	0.00426	0.46563	0.25617	0.62399	0.00861	0.89633	0.43783	0.74247	0.72874	0.93025	0.01639	0.0878	0.01998	0.00514	0.33033	0.02271	0.8629	0.77479	0.00048	0.78282	0.52454	0.178	0.28837	3e-04
RID00926	FALEC	PDK1	0.54009	0.00012	0.93679	0.16086	0.96962	0.19895	0.00074	0.17925	0.40843	0.13905	0.00025	0.99678	0.51362	0.49114	0.22211	0.00887	0.99041	0.97064	0.13934	0.00075	0.00027	0.7201	4e-04	0.5801	0.22155	0.00677	0.70715	0.11849	0.62379	0.02215	1e-05	0.02135	0.00011
RID00929	CASC15	LGR5	0.08766	0.55723	0	0.00069	0.8733	6e-05	1e-05	0.80607	0.00091	5e-05	0.00054	0.87549	0.00518	0.01143	2e-05	0.71303	0.55689	0	0.09416	0.00233	0.13028	0.74431	0	0.0159	0.03492	0.01725	0.64665	0.00021	0	0.85162	0.50151	0.32354	0.67656
RID00930	AFAP1-AS1	TCF4	0.04827	0.81019	0.00416	0.18815	0.43354	0.31468	0.93893	0.00753	0	0.7946	0.48954	0.12425	0.00502	0.31796	3e-05	0.84881	0.02335	0.17343	0.00677	0.4831	0.03735	0.13914	0	0.74154	0.69678	0.02465	0.02064	0.71694	0	0.11091	0.41021	0.7868	0.01576
RID00937	PART1	BCL2	0.46866	0.04763	0.85069	0.88418	0.65681	0.06513	0.99939	0.18291	0.00118	0.00023	0.00812	0.03835	0.87241	0.0051	0.67986	0.51423	0	0.62222	0.00416	0.35054	0.16002	0.74681	0	0.77557	0.59761	0.522	0	0	8e-05	0.05659	0.16433	0.11539	0.01175
RID00939	PVT1	FGFR1	0.37925	0.37354	0	0.55801	0.65113	0.49034	0.96963	0.84446	0.05528	0.60718	0.06316	0.00924	0.36652	0.7632	0	4e-05	0.37768	0.2644	0.0476	0.98776	5e-04	0.04898	0.03498	0.51528	0.42245	0.58236	0.21443	0.00031	0.10186	0.01875	0.51393	0.43649	0.04457
RID00940	PVT1	FGF2	0.23391	0.69958	0.00052	0.79444	0.22906	0.80018	0.83875	0.85042	0.47175	0.8698	0.42426	0.48984	0.46514	0	0.81068	0.43873	0.01022	0.38752	0.1268	0.33983	0.67918	0.06998	0.02149	0.59788	0.55003	0.98303	0.24916	0	0.3576	0.02673	0.79878	0.30763	0.95042
RID00941	NEAT1	CDK5R1	0.82428	0.16767	0.00803	0.06678	0.42732	0.22817	0.22402	0.06692	0.20751	0.37403	0.98516	0.43253	0.59183	0.20978	0	0.00363	0.26387	0.17984	0.43469	0.90485	0.02049	0.8248	0.39899	0.01619	0.29474	0.01448	0.59678	0.86265	0.09081	0.53063	0.00168	0.59226	0.37258
RID00942	SPINT1-AS1	SPINT1	0	0	0	0	0.04027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188	0	0	0	0	0.00195	0	0	0	0
RID00946	MALAT1	miR-199b	0.7626	0	0	0.20118	0.99405	0	0.93543	0.97681	0.82254	0.09744	0.67655	0	0	0.02806	0.18231	0.18363	0	0.00013	0.41986	0.00143	0.44009	0.2963	0.00014	0.26288	0.21842	0.75643	0.00028	0	0.16708	0.74182	0.04826	0.73621	0.0185
RID00947	CRNDE	FOXM1	0	0.11269	0.00354	1e-05	0.00759	0.03224	0.91891	0.00113	0.21424	0.00045	0	0.78781	0.36733	0.87433	0	0	1e-05	0.00092	0.89662	0.03359	0	0.00135	0.0018	0.00127	6e-05	0.22822	0	0.4529	0	0	0.96402	0.3743	0.94609
RID00948	NORAD	TGFB1	0.74585	0.00262	0.93515	0.59221	0.59143	0.0021	0.03682	0.15705	0.56624	0.02446	0.30092	0.34465	0.43319	0.98056	0	0.00025	0	6e-05	0.07966	0	0.19671	0.08939	0.15904	0.14539	0.00878	0.58059	0.00256	0.09179	0.03704	0.23973	0.83706	0.48439	0.62056
RID00949	KCNQ1OT1	SMAD4	3e-05	0	0.00637	0	0.00082	0.00757	0.0128	0.63611	0.00102	0	0.00058	0.04542	0	0	0	0	0	0.00456	2e-05	0	0.00248	0	0	0.00959	0	0	0.79019	0	0	0	0.00039	0.01132	0
RID00950	PCGEM1	miR-148a	0.59786	0.9095	0.2625	0.65636	0.97247	0.66632	0.70697	0.00888	0.30946	0.85064	NA	0.56481	0.67605	0.12639	NA	0.29092	0.8322	0	0.63557	0.53204	0.77459	NA	0.34206	0.48739	0.73087	0.15875	0.74717	0.91037	0.51391	0.53891	0.85369	0.39822	NA
RID00954	LOXL1-AS1	AKT1	0.07168	0	0	0	0.1521	0	0.95264	0.04924	0.75673	0	0.91398	0	0	0.36084	0	0	0	7e-05	0.0779	0.00123	4e-05	0	0	0.35285	0	0.68404	0	0	0	3e-04	0.22799	0.01235	0.6033
RID00955	MALAT1	CHUK	0.50923	0.20763	0.00039	0.00032	0.50726	0.7441	0.00055	0.89212	0.02029	0	0.60079	0.32735	0.02627	0.11345	0.01861	5e-05	0.0416	0.48222	0.07547	0.00083	0.53698	0.8248	0.37323	0.76893	0.00629	0	0.15615	0.50621	0.04041	0	0.12533	0.13352	0
RID00956	MALAT1	PARP1	0.4411	0.01613	0	0.30896	0.32946	0	0.84823	0.00064	2e-05	0.19619	0.3661	0.00017	0.34298	9e-05	0.21578	0	2e-05	9e-05	0.75833	0.00153	0.04045	0.44445	0.00164	0.00847	6e-05	0.89089	0.04665	0.00078	0.48272	0.19403	0.00309	0.8754	0.02693
RID00957	MALAT1	NFKB1	0.49815	0.6448	0.01919	0.52582	0.23612	0.64362	0.00115	0.07768	0.08504	0.52563	0.494	0.19346	0.27718	0.66319	0.00116	0	0.20976	0.38024	0.01648	0	0.01113	0.09766	0.01479	0.3708	0.29706	0.01049	0.17803	0	0.67038	0.00596	0.00115	0.37052	0
RID00958	MIR22HG	HMGB1	0.2076	0.00988	0.18258	0.50539	0.07824	0.00744	0.06507	0.00363	0.20053	0.25091	0.01234	0	0.00079	0.01769	0.00453	0.13023	0.9958	0.00093	0.3099	0.00049	0.03867	0.71221	0.00142	0.81937	0.30712	0.01007	0.01006	0.05159	0.00463	0.03803	0.93427	0.03327	0
RID00959	DANCR	SPHK2	5e-05	0	0.00058	0	0.78055	0.04101	0.3304	0.00276	0.79054	0	0.00025	0	0.00419	0	0.67948	0.00992	0	0.02427	0.38799	0.00011	0.00488	6e-04	5e-05	0.05063	0.92503	0.4388	0.05221	0.61379	0	0.06292	0.00094	0.12051	0.02089
RID00960	HAGLROS	miR-100	NA	0.27649	0.33781	NA	NA	0.56737	NA	0.99009	0.5975	0.64882	NA	0.17668	NA	0.32423	0.44503	NA	0.35591	0.98789	0.40067	0.56977	0.6995	NA	0.2701	NA	0.9316	0.96482	0.86296	NA	0.54975	NA	0.55124	NA	NA
RID00961	SNHG1	miR-137	0.00058	0.86982	0.68476	0.78115	NA	NA	NA	0.524	0.15521	0.3079	NA	0	NA	0.63466	0.52766	0.50201	0.06167	0.59028	0.5651	0.39605	0.65841	0.79953	0.76799	NA	0.05292	0.46902	NA	0.14452	NA	NA	0.24537	0.51334	NA
RID00962	CYTOR	BCL2	0.90075	0.18751	0	0.05448	0.93761	0.83673	0.07313	0.1321	0	0.00012	0.08087	0	0.24409	0.34104	0.33457	0	0.01179	0.07213	0.17853	2e-05	0.88541	0.18846	0.00384	0.28044	7e-05	0.00056	0.0122	0.32214	0	0.34217	0.03478	0.00688	0.03226
RID00963	CYTOR	MMP9	0.09111	0.07606	3e-05	0.00071	0.42847	0	0.09299	0.01371	0.0394	0	2e-05	0	0.47072	0.82532	0	0	0.00018	0.00312	0.37282	0.06988	1e-05	0	0	0.04044	0.97074	0.02763	4e-05	0.15337	0	0	0.01	0.12022	6e-05
RID00964	H19	COL1A1	0.94689	0.43488	0	0.34689	0.49758	0.48615	0.1951	0.68438	0	0.20192	4e-05	0.34443	0.81139	0.83717	1e-05	0.39734	0.44981	0.14138	0.03061	0.0021	0.31875	0.79993	0.09603	0.89498	0.28971	0.13623	0.48161	0	0	0	0.56615	0.5147	0.37256
RID00966	PVT1	MTOR	0.0093	0.10112	0.01479	0.90955	0.99562	0.00985	0.4811	0.0783	0.33459	0.21316	0.94841	0.00487	0.04723	0.58601	0	0.22141	0.00036	0.40857	0.03935	0.06596	0.05861	0.37159	0.11432	0.04456	0.13583	0.50064	0.02261	0.01113	0.01219	0.60967	0.22186	0.98947	0
RID00967	PVT1	ABCC1	0.81532	0.04032	0.09946	0.79247	0.00177	0	0.28305	0.43141	0.3094	0.06122	0.00787	0.00071	4e-05	0.07453	0	0	0.76667	0.09859	0.02515	0.42783	0.00846	0.77919	0.03749	0.07007	0.18173	0.0648	0.23245	0.04137	0	5e-05	0.68765	0.7488	0
RID00968	PVT1	ABCB1	0.48828	0.00941	0.0026	0.63229	0.24819	0.06159	0.29664	0.2341	0.36162	0.86893	0.4755	0.02399	0.08459	0.02302	0.26857	0.34427	0.91312	0.06804	0.10169	0.528	0.00088	0.70478	0.26129	0.19181	0.8394	0.68848	0.85185	0.18519	3e-05	0.86123	0.30009	0.84847	0.03594
RID00969	PVT1	BCL2	0.36984	0.28372	0.00167	0.95515	0.81007	0.54006	0.67135	0.91579	0.20465	0.19459	0.09158	0.26398	0.00185	0.18771	0.58145	0.00015	0.16905	0.3624	0.10391	0.00734	0.33634	0.17595	0.20369	0.12053	0.61969	0.19202	0.6445	0.00529	5e-05	0.01276	0.59348	0.51353	0.00851
RID00970	PCAT29	RASAL1	0.14832	0.74342	0	0.20899	0.73968	0.95696	0.17819	0.27809	0.44276	0.12532	0.89843	0.22589	0.26014	0.75264	0.01846	0.16234	0	0	0.59258	0.45195	0.0831	0.71457	0.75837	0.75835	0.79201	0.04774	0.61113	0.00517	0	0.00013	0.41844	0.18717	0.05545
RID00971	PCAT29	MAPK3	0.20442	0.03662	0	0.76098	0.78741	0.48809	0.94575	0.69394	0.22613	0.1569	0.04183	0	0.32655	0.27476	0.03867	0.87242	0.35919	0	0.16755	0.95402	0.76581	0.45087	0.27697	0.93971	0.74788	0.10082	0.8896	0	0.00026	0.00036	0.53817	0.92645	0.00721
RID00972	PCAT29	MAPK1	0.82892	0.81138	0.47371	0.61402	0.96634	0.04964	0.42875	0.07997	0.77801	0.58508	0.00041	0	0.13122	0.48764	0.73014	0.02069	0.60414	0.84345	0.00667	0.54469	0.78903	7e-05	0.00029	0.02914	0.11545	0.28258	0.70412	0.25242	0	0.00276	0.78946	0.00368	0.40271
RID00973	PCAT29	TGFB1	0.38841	0.05706	0.20866	0.50644	0.07063	0.20027	0.21042	0.19719	0.08121	0.0251	0.17148	0.26602	0.12441	0.47397	0	0.00197	0	0.02434	0.39503	0.62718	0.04197	0.38277	0.03702	0.91141	0.17342	0.24279	0.10765	0.28077	0	0.44844	0.00412	0.15147	0.87492
RID00974	PCAT29	miR-221	0.24083	0.60246	0.19918	0.2081	0.41509	0.2994	0.54294	0.38461	0.172	0.85674	0.17146	0.00308	0.45185	0.38078	0.16221	0.22567	0.00038	0.24154	0.56565	0.83823	0.30797	0.71456	0.00848	0.8327	0.79288	0.04247	0.25831	0.03517	0.00028	0.07364	0.22593	0.83372	0.93856
RID00975	NORAD	PUM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RID00976	NORAD	E2F3	0.00497	0.5821	0.04886	0	0.00179	0	0	0.29243	1e-05	0	7e-05	0	0	0	0.15136	0	0	2e-05	0.00127	0	0	0	0	0	0	0	0	0.00087	0	0.06159	0	0.04098	0
RID00977	BDNF-AS	BDNF	0.37895	0.85298	0	0.52343	0.87384	0.50781	0.06768	0.0531	0.94034	0	0.11724	0	0.73057	0	0.01797	0.24315	0.25368	1e-05	0.03021	0.04451	0.4102	0.15621	0.38216	0.00876	0.11867	0.24708	0	0.2402	0	0.02666	0.08139	0.00038	0.00697
RID00980	H19	AKT1	0.40244	0.01985	0.00135	0.83095	0.4332	0.63903	0.73515	0.4964	0.85616	0.01175	0.90124	0.0851	0.98007	0.65038	0.00582	0.85527	0.37552	0.52092	0.61033	0.97481	0.33417	0.19891	0.13347	0.7871	0.0537	0.83777	0.35671	0	0.3071	0.98398	0.32994	0.27924	0.39687
RID00981	H19	MTOR	0.56977	0.81166	0.54082	0.79299	0.39464	0.40785	0.79831	0.9993	0.74261	0.44974	0.83368	0.73414	0.72247	0.32879	0.03937	0.0488	0.00011	0.00273	0.76058	0.00014	0.25073	0.00782	0.28811	0.65251	0.08024	0.88464	0.02636	1e-05	0.67494	0.90213	0.57901	0.39102	0.4059
RID00983	H19	SREBF1	0.68991	0.51869	0.02258	0.06045	0.93076	0.78941	0.09802	0.61174	0.05154	0.9438	0.70111	0.07766	0.61003	0.25195	0.03894	0.04837	0.25429	0.57083	0.67353	0.00434	0.00198	0.05359	0.34457	0.6429	0.21139	0.09089	0.72679	0.8986	0.00365	0.03966	0.00533	0.9734	0.82556
RID00984	H19	PTBP1	0.52119	0.73225	0.54607	0.9314	0.84607	0.74263	0.84284	0.84843	0.16834	0.1557	0.03863	0.33868	0.84547	0.59521	5e-04	0.17258	0.00054	0.05095	0.45253	0.02591	0.73606	0.04166	0.01226	0.27768	0.47757	0.00113	0.00103	0.09942	0.95058	0.21258	0.6945	0.67822	0.65373
RID00985	HOTAIR	SNAI1	0.77704	0.14284	0.79827	0.78277	0.44791	0.05207	0.61953	0.83402	0.14514	0.69418	0.03973	0	0.18461	0.62414	0	0.35398	0.5997	0.38455	0.72513	0.00709	0.98527	0.75227	8e-05	0.01793	0.33848	0	0.60906	0.53892	0.32959	0.09545	0.36356	0.45257	0.01116
RID00986	HOTAIR	CDH1	0.74362	0.61969	0.0434	0.16881	0.56899	0.32435	0.26737	0.23654	0.36565	0.03637	0.6339	0.19441	0.26098	0.36765	0.05641	0.94981	0.00612	0.22515	0.22595	0.58916	0.35414	0.84706	0.03904	0.24741	0.09387	0.05617	0.04432	0.04066	0.5795	0.45898	0.14381	0.29493	0.91462
